Filename,Category,Type
car_other3_402.jpg,car,o
bottle_other1_49.jpg,bottle,o
bottle_other1_185.jpg,bottle,o
airplane_other4_407.jpg,airplane,o
camera_other4_364.jpg,camera,o
bed_other2_249.jpg,bed,o
camera_other4_119.jpg,camera,o
airplane_other2_51.jpg,airplane,o
bed_other4_380.jpg,bed,o
airplane_other3_446.jpg,airplane,o
camera_other3_295.jpg,camera,o
car_top0_546.jpg,car,t
car_top0_325.jpg,car,t
car_other3_343.jpg,car,o
car_other4_103.jpg,car,o
bed_other0_26.jpg,bed,o
chair_other4_80.jpg,chair,o
airplane_other2_504.jpg,airplane,o
bed_other3_577.jpg,bed,o
chair_other3_330.jpg,chair,o
car_other1_184.jpg,car,o
camera_top0_315.jpg,camera,t
camera_other4_496.jpg,camera,o
bed_other2_303.jpg,bed,o
bottle_other4_34.jpg,bottle,o
bottle_other3_386.jpg,bottle,o
camera_other0_479.jpg,camera,o
airplane_other4_424.jpg,airplane,o
car_other0_220.jpg,car,o
airplane_other1_356.jpg,airplane,o
airplane_other1_109.jpg,airplane,o
airplane_other0_139.jpg,airplane,o
airplane_other2_201.jpg,airplane,o
chair_other2_492.jpg,chair,o
camera_other4_185.jpg,camera,o
car_top0_116.jpg,car,t
camera_other1_442.jpg,camera,o
chair_top0_509.jpg,chair,t
camera_other1_42.jpg,camera,o
bed_other1_67.jpg,bed,o
bed_other4_598.jpg,bed,o
bottle_other3_151.jpg,bottle,o
car_other1_192.jpg,car,o
camera_other4_554.jpg,camera,o
camera_top0_525.jpg,camera,t
camera_other0_14.jpg,camera,o
car_other4_576.jpg,car,o
bed_other1_496.jpg,bed,o
car_other2_144.jpg,car,o
bottle_other4_246.jpg,bottle,o
bottle_other2_447.jpg,bottle,o
car_other0_438.jpg,car,o
chair_other2_562.jpg,chair,o
camera_top0_368.jpg,camera,t
car_other2_577.jpg,car,o
bottle_other0_491.jpg,bottle,o
airplane_other0_549.jpg,airplane,o
bottle_other1_202.jpg,bottle,o
chair_other1_10.jpg,chair,o
bed_other0_549.jpg,bed,o
car_other0_247.jpg,car,o
