filename,label,category,img_count,char_prob,final_image_prob
cat/000381/00.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/01.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/02.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/03.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/04.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/05.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/06.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/07.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/08.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/00_flipped.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/01_flipped.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/02_flipped.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/03_flipped.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/04_flipped.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/05_flipped.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/06_flipped.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/07_flipped.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/000381/08_flipped.png,381,cat,9,0.1647930226282753,0.0183103358475861
cat/042655/03.png,42655,cat,1,0.0015999322585269,0.0015999322585269
cat/058883/02.png,58883,cat,1,0.0012390452829193,0.0012390452829193
cat/039604/03.png,39604,cat,1,0.0016815614553905,0.0016815614553905
cat/094767/00.png,94767,cat,1,0.0008078089344523,0.0008078089344523
cat/051119/02.png,51119,cat,1,0.0013848153162039,0.0013848153162039
cat/042926/00.png,42926,cat,1,0.0015845482945026,0.0015845482945026
cat/003678/03.png,3678,cat,1,0.0137327518856896,0.0137327518856896
cat/011454/03.png,11454,cat,1,0.0058854650938669,0.0058854650938669
cat/041417/01.png,41417,cat,1,0.0016316140854284,0.0016316140854284
cat/079416/02.png,79416,cat,1,0.0009693707213427,0.0009693707213427
cat/102586/03.png,102586,cat,1,0.0007559312964599,0.0007559312964599
cat/038064/01.png,38064,cat,1,0.001791228506829,0.001791228506829
cat/082156/00.png,82156,cat,1,0.0009416744150187,0.0009416744150187
cat/109168/01.png,109168,cat,1,0.0007012469048011,0.0007012469048011
cat/075599/02.png,75599,cat,1,0.0010172408804214,0.0010172408804214
cat/000742/00.png,742,cat,1,0.0411982556570688,0.0411982556570688
cat/006370/04.png,6370,cat,1,0.009155167923793,0.009155167923793
cat/050923/02.png,50923,cat,1,0.0013965510392226,0.0013965510392226
cat/083087/02.png,83087,cat,1,0.0009363239922061,0.0009363239922061
cat/004539/04.png,4539,cat,1,0.0117709301877339,0.0117709301877339
cat/062588/00.png,62588,cat,1,0.0011523987596382,0.0011523987596382
cat/084572/03.png,84572,cat,1,0.0009206314113311,0.0009206314113311
cat/001570/02.png,1570,cat,1,0.0205991278285344,0.0205991278285344
cat/100429/02.png,100429,cat,1,0.0007664791750152,0.0007664791750152
cat/039128/01.png,39128,cat,1,0.0016988971404976,0.0016988971404976
cat/104170/00.png,104170,cat,1,0.0007456697856483,0.0007456697856483
cat/090341/00.png,90341,cat,1,0.0008407807276952,0.0008407807276952
cat/054376/00.png,54376,cat,1,0.0013289759889377,0.0013289759889377
cat/049047/00.png,49047,cat,1,0.0014329828054632,0.0014329828054632
cat/015644/00.png,15644,cat,1,0.0039236433959113,0.0039236433959113
cat/040530/01.png,40530,cat,1,0.0016479302262827,0.0016479302262827
cat/105642/00.png,105642,cat,1,0.0007324134339034,0.0007324134339034
cat/087908/04.png,87908,cat,1,0.0008812461103116,0.0008812461103116
cat/093658/03.png,93658,cat,1,0.0008198657842202,0.0008198657842202
cat/024911/00.png,24911,cat,1,0.0025748909785668,0.0025748909785668
cat/068241/00.png,68241,cat,1,0.001091344520717,0.001091344520717
cat/043863/02.png,43863,cat,1,0.0015546511568705,0.0015546511568705
cat/035937/02.png,35937,cat,1,0.0018516069958233,0.0018516069958233
cat/047893/02.png,47893,cat,1,0.0014583453329935,0.0014583453329935
cat/089030/00.png,89030,cat,1,0.0008673316980435,0.0008673316980435
cat/059396/04.png,59396,cat,1,0.0012117134016784,0.0012117134016784
cat/038576/00.png,38576,cat,1,0.0017531172620029,0.0017531172620029
cat/012825/03.png,12825,cat,1,0.0047083720750935,0.0047083720750935
cat/073454/01.png,73454,cat,1,0.001042993814103,0.001042993814103
cat/099256/03.png,99256,cat,1,0.0007773255784352,0.0007773255784352
cat/104167/03.png,104167,cat,1,0.0007490591937648,0.0007490591937648
cat/012442/00.png,12442,cat,1,0.0051497819571336,0.0051497819571336
cat/016833/01.png,16833,cat,1,0.0037452959688244,0.0037452959688244
cat/050086/04.png,50086,cat,1,0.0014206295054161,0.0014206295054161
cat/096227/01.png,96227,cat,1,0.0007999661292634,0.0007999661292634
cat/053203/00.png,53203,cat,1,0.0013507624805596,0.0013507624805596
cat/029889/04.png,29889,cat,1,0.0022269327382199,0.0022269327382199
cat/053973/01.png,53973,cat,1,0.0013397806717745,0.0013397806717745
cat/070448/04.png,70448,cat,1,0.0010631807911501,0.0010631807911501
cat/018688/00.png,18688,cat,1,0.0035062345240058,0.0035062345240058
cat/011505/02.png,11505,cat,1,0.0056825180216646,0.0056825180216646
cat/066073/00.png,66073,cat,1,0.0011134663691099,0.0011134663691099
cat/099969/03.png,99969,cat,1,0.000773676162574,0.000773676162574
cat/105197/02.png,105197,cat,1,0.0007389821642523,0.0007389821642523
cat/014980/01.png,14980,cat,1,0.0042254621186737,0.0042254621186737
cat/097941/00.png,97941,cat,1,0.0007847286791822,0.0007847286791822
cat/042197/02.png,42197,cat,1,0.0016156178689046,0.0016156178689046
cat/061703/02.png,61703,cat,1,0.0011770930187733,0.0011770930187733
cat/048784/00.png,48784,cat,1,0.0014455528300725,0.0014455528300725
cat/022063/00.png,22063,cat,1,0.0027465503771379,0.0027465503771379
cat/003278/01.png,3278,cat,1,0.0149811838752977,0.0149811838752977
cat/020687/01.png,20687,cat,1,0.0029962367750595,0.0029962367750595
cat/068360/01.png,68360,cat,1,0.0010770785792697,0.0010770785792697
cat/035820/01.png,35820,cat,1,0.0018941726738882,0.0018941726738882
cat/085345/03.png,85345,cat,1,0.0009155167923793,0.0009155167923793
cat/090125/00.png,90125,cat,1,0.0008450924237347,0.0008450924237347
cat/088778/01.png,88778,cat,1,0.0008719207546469,0.0008719207546469
cat/020361/03.png,20361,cat,1,0.0032312357378093,0.0032312357378093
cat/065490/03.png,65490,cat,1,0.0011210409702603,0.0011210409702603
cat/108173/02.png,108173,cat,1,0.0007164914027316,0.0007164914027316
cat/061558/04.png,61558,cat,1,0.0011855613138724,0.0011855613138724
cat/056774/00.png,56774,cat,1,0.0012975828553407,0.0012975828553407
cat/096412/02.png,96412,cat,1,0.0007961015585907,0.0007961015585907
cat/090075/02.png,90075,cat,1,0.0008494485702488,0.0008494485702488
cat/012469/00.png,12469,cat,1,0.0049937279584325,0.0049937279584325
cat/081188/03.png,81188,cat,1,0.0009470863369441,0.0009470863369441
cat/079401/00.png,79401,cat,1,0.0009751066427708,0.0009751066427708
cat/015666/02.png,15666,cat,1,0.0038323958750761,0.0038323958750761
cat/015514/01.png,15514,cat,1,0.0040193420153237,0.0040193420153237
cat/059377/02.png,59377,cat,1,0.0012206890565057,0.0012206890565057
cat/011949/04.png,11949,cat,1,0.0054931007542758,0.0054931007542758
cat/087380/00.png,87380,cat,1,0.0008907730952879,0.0008907730952879
cat/076783/05.png,76783,cat,1,0.0010048355038309,0.0010048355038309
cat/020738/05.png,20738,cat,1,0.0029427325469334,0.0029427325469334
cat/091515/01.png,91515,cat,1,0.0008365128052196,0.0008365128052196
