frame_id,MT,subj,obj,obj_num,obj_pos,obj_id
030FD_018075.jpg,030FD_3,030FD,bottle,1,obj_id_id1,e
030FD_018350.jpg,030FD_3,030FD,bottle,1,obj_id_id1,e
030FD_017125.jpg,030FD_3,030FD,bottle,1,obj_id_id1,e
030FD_015975.jpg,030FD_3,030FD,bottle,1,obj_id_id1,e
030FD_018225.jpg,030FD_3,030FD,bottle,1,obj_id_id1,e
030FD_013975.jpg,030FD_3,030FD,bottle,1,obj_id_id1,e
030FD_078500.jpg,030FD_9,030FD,bottle,2,obj_id_id2,o
030FD_079175.jpg,030FD_9,030FD,bottle,2,obj_id_id2,o
030FD_076475.jpg,030FD_9,030FD,bottle,3,obj_id_id3,o
030FD_079575.jpg,030FD_9,030FD,bottle,2,obj_id_id2,o
030FD_078600.jpg,030FD_9,030FD,bottle,2,obj_id_id2,o
030FD_078525.jpg,030FD_9,030FD,bottle,3,obj_id_id3,o
030FD_079250.jpg,030FD_9,030FD,bottle,2,obj_id_id1,p
030FD_078650.jpg,030FD_9,030FD,bottle,2,obj_id_id1,p
030FD_078150.jpg,030FD_9,030FD,bottle,1,obj_id_id1,p
030FD_078600.jpg,030FD_9,030FD,bottle,2,obj_id_id1,p
030FD_079300.jpg,030FD_9,030FD,bottle,2,obj_id_id1,p
030FD_079125.jpg,030FD_9,030FD,bottle,2,obj_id_id1,p
030FD_068025.jpg,030FD_9,030FD,bottle,1,obj_id_id1,i
030FD_065875.jpg,030FD_9,030FD,bottle,1,obj_id_id1,i
030FD_068575.jpg,030FD_9,030FD,bottle,1,obj_id_id1,i
030FD_073550.jpg,030FD_9,030FD,bottle,1,obj_id_id1,i
030FD_065925.jpg,030FD_9,030FD,bottle,1,obj_id_id1,i
030FD_065900.jpg,030FD_9,030FD,bottle,1,obj_id_id1,i
030FD_043325.jpg,030FD_4,030FD,bottle,1,obj_id_id1,h
030FD_041650.jpg,030FD_4,030FD,bottle,1,obj_id_id1,h
030FD_041975.jpg,030FD_4,030FD,bottle,1,obj_id_id1,h
030FD_041625.jpg,030FD_4,030FD,bottle,1,obj_id_id1,h
030FD_042050.jpg,030FD_4,030FD,bottle,1,obj_id_id1,h
030FD_041775.jpg,030FD_4,030FD,bottle,1,obj_id_id1,h
030FD_071875.jpg,030FD_9,030FD,bottle,2,obj_id_id2,j
030FD_076625.jpg,030FD_9,030FD,bottle,3,obj_id_id1,j
030FD_070225.jpg,030FD_9,030FD,bottle,3,obj_id_id2,j
030FD_077875.jpg,030FD_9,030FD,bottle,2,obj_id_id1,j
030FD_074375.jpg,030FD_9,030FD,bottle,1,obj_id_id1,j
030FD_076500.jpg,030FD_9,030FD,bottle,3,obj_id_id1,j
030FD_079225.jpg,030FD_9,030FD,bottle,3,obj_id_id1,l
030FD_070225.jpg,030FD_9,030FD,bottle,3,obj_id_id1,l
030FD_071875.jpg,030FD_9,030FD,bottle,2,obj_id_id1,l
030FD_070200.jpg,030FD_9,030FD,bottle,2,obj_id_id2,l
030FD_078525.jpg,030FD_9,030FD,bottle,3,obj_id_id1,l
030FD_070425.jpg,030FD_9,030FD,bottle,2,obj_id_id2,l
030FD_076475.jpg,030FD_9,030FD,bottle,3,obj_id_id2,n
030FD_076500.jpg,030FD_9,030FD,bottle,3,obj_id_id2,n
030FD_079425.jpg,030FD_9,030FD,bottle,3,obj_id_id3,n
030FD_076625.jpg,030FD_9,030FD,bottle,3,obj_id_id3,n
030FD_079375.jpg,030FD_9,030FD,bottle,3,obj_id_id3,n
030FD_076700.jpg,030FD_9,030FD,bottle,2,obj_id_id2,n
032SR_025300.jpg,032SR_6,032SR,bottle,1,obj_id_id1,c
032SR_028350.jpg,032SR_6,032SR,bottle,1,obj_id_id1,c
032SR_028500.jpg,032SR_6,032SR,bottle,1,obj_id_id1,c
032SR_030925.jpg,032SR_6,032SR,bottle,1,obj_id_id1,c
032SR_024200.jpg,032SR_6,032SR,bottle,1,obj_id_id1,c
032SR_028000.jpg,032SR_6,032SR,bottle,1,obj_id_id1,c
032SR_088775.jpg,032SR_12,032SR,bottle,1,obj_id_id1,f
032SR_088800.jpg,032SR_12,032SR,bottle,1,obj_id_id1,f
032SR_089125.jpg,032SR_12,032SR,bottle,1,obj_id_id1,f
032SR_089000.jpg,032SR_12,032SR,bottle,1,obj_id_id1,f
032SR_089075.jpg,032SR_12,032SR,bottle,1,obj_id_id1,f
032SR_089025.jpg,032SR_12,032SR,bottle,1,obj_id_id1,f
042MB_002725.jpg,042MB_1,042MB,bottle,1,obj_id_id1,g
042MB_004175.jpg,042MB_1,042MB,bottle,1,obj_id_id1,g
042MB_003075.jpg,042MB_1,042MB,bottle,2,obj_id_id2,g
042MB_002450.jpg,042MB_1,042MB,bottle,1,obj_id_id1,g
042MB_004500.jpg,042MB_1,042MB,bottle,1,obj_id_id1,g
042MB_004575.jpg,042MB_1,042MB,bottle,1,obj_id_id1,g
042MB_002525.jpg,042MB_1,042MB,bottle,2,obj_id_id1,h
042MB_005350.jpg,042MB_1,042MB,bottle,2,obj_id_id1,h
042MB_004275.jpg,042MB_1,042MB,bottle,2,obj_id_id1,h
042MB_002550.jpg,042MB_1,042MB,bottle,2,obj_id_id1,h
