"frame_id","MT","subj","obj","obj_num","obj_pos","obj_id"
"030FD_011275.jpg","030FD_3","030FD","bottle","2","obj_id_id1","a"
"030FD_011275.jpg","030FD_3","030FD","bottle","2","obj_id_id2","b"
"030FD_011375.jpg","030FD_3","030FD","bottle","1","obj_id_id1","c"
"030FD_012050.jpg","030FD_3","030FD","bottle","1","obj_id_id1","d"
"030FD_013975.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_014300.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_014400.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_015400.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_015425.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_015500.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_015600.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_015625.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_015650.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_015725.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_015925.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_015950.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_015975.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016050.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016150.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016175.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016200.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016225.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016275.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016375.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016400.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016450.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016475.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016500.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016750.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016775.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016800.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016825.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016950.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_016975.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017075.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017100.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017125.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017425.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017475.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017500.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017650.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017725.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017775.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017800.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017825.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017850.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017875.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_017975.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_018025.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_018050.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_018075.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_018100.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_018150.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
"030FD_018175.jpg","030FD_3","030FD","bottle","1","obj_id_id1","e"
